node_1;node_2;distance;traveltime
105833;63115;3991;3592
105833;63117;3418;3076
105833;63119;3869;3482
105833;63123;5253;4727
105833;63125;5618;5056
105833;63127;6296;5666
105833;63129;6850;6165
105833;63131;7164;6447
105833;63133;7683;6914
105833;63135;8670;7803
105833;63137;9456;8510
105833;63139;9824;8841
105833;63141;10365;9328
105833;63143;10941;9847
105833;63145;11247;10122
105833;63147;11633;10470
105833;63149;12045;10840
105833;63151;13574;12217
105833;63153;14132;12719
105833;63155;14033;12630
105833;63157;14616;13155
105833;63159;15255;13730
105833;63161;15657;14091
105833;63163;15172;13655
105833;63167;14728;13255
105833;63171;12548;11293
105833;63173;12065;10858
105833;63175;11729;10556
105833;63177;10946;9851
105833;63179;10712;9641
105833;63183;8883;7995
105833;63185;8625;7762
105833;63187;7748;6973
105833;63189;7248;6523
105833;63191;6876;6188
105833;63193;6567;5910
105833;63195;5357;4821
105833;63197;13415;12074
105833;63201;14349;12914
105833;63203;14893;13404
105833;63205;15223;13701
105833;63207;15602;14042
105833;63209;17473;15726
105833;63211;17907;16116
105833;63213;18894;17004
105833;63215;19363;17427
105833;63265;12642;11378
105833;63267;10168;9151
105833;63300;19497;17547
105833;63314;19804;17823
105833;63513;19966;17970
105833;63515;19730;17757
105833;63517;19834;17851
105833;64476;19629;17666
105833;64478;18909;17018
105833;64480;18290;16461
105833;64482;18135;16321
105833;64484;18395;16556
105833;64486;18523;16670
105833;64488;19184;17265
105833;64500;18308;16477
105833;64555;19543;17589
105833;64591;19365;17428
105833;64739;19624;17661
105833;64743;18850;16965
105833;64892;19328;17395
105833;64894;19429;17486
105833;64900;19990;17991
105833;65039;19947;17952
105833;65042;18993;17094
105833;65046;18784;16906
105833;65053;19590;17631
105833;65055;19399;17459
105833;105536;19138;17224
105833;105559;18157;16341
105833;105593;16525;14872
105833;105594;16159;14543
105833;105613;16551;14896
105833;105629;16510;14859
105833;105630;14750;13275
105833;105631;18981;17083
105833;105643;18692;16823
105833;105644;17260;15534
105833;105645;16681;15013
105833;105646;16951;15256
105833;105661;17949;16154
105833;105662;15174;13656
105833;105678;19189;17270
105833;105680;15921;14329
105833;105691;19576;17618
105833;105692;19252;17326
105833;105693;13358;12022
105833;105694;15303;13773
105833;105708;15481;13933
105833;105709;14731;13258
105833;105718;15575;14018
105833;105719;11296;10167
105833;105722;14069;12662
105833;105735;15559;14003
105833;105736;11552;10397
105833;105737;13809;12428
105833;105749;16241;14617
105833;105750;10643;9579
105833;105752;12388;11149
105833;105753;13116;11805
105833;105763;17543;15788
105833;105764;17113;15401
105833;105765;12298;11068
105833;105776;18226;16404
105833;105777;17516;15764
105833;105778;9997;8997
105833;105779;12278;11050
105833;105789;19875;17888
105833;105790;19536;17582
105833;105791;10299;9269
105833;105792;11684;10515
105833;105807;19505;17555
105833;105808;10319;9287
105833;105809;8410;7569
105833;105810;8907;8016
105833;105811;10938;9844
105833;105822;19687;17718
105833;105823;19400;17460
105833;105824;11176;10058
105833;105825;8861;7975
105833;105826;10630;9567
105833;105832;1224;1101
105833;105834;5480;4932
105833;105836;9104;8193
105833;105837;11094;9984
105833;105845;1015;914
105833;105846;4348;3913
105833;105847;9293;8364
105833;105848;10505;9454
105833;105857;1477;1329
105833;105858;3321;2989
105833;105859;9879;8891
105833;105860;11333;10199
105833;105877;2633;2369
105833;105878;7534;6780
105833;105892;2534;2281
105833;105893;6423;5780
105833;105894;5783;5204
105833;105895;7216;6494
105833;105896;8006;7205
105833;105907;4805;4324
105833;105908;8022;7220
105833;105909;9887;8898
105833;105923;3441;3097
105833;105924;8741;7867
105833;105925;9165;8248
105833;105932;9282;8354
105833;105933;5058;4552
105833;105934;10088;9079
105833;105938;7524;6772
105833;105939;6448;5803
105833;105940;10113;9102
105833;105946;8045;7241
105833;105947;9692;8723
105833;105955;8825;7942
105833;105956;13026;11723
105833;105957;10183;9164
105833;105958;12104;10893
105833;105964;9827;8844
105833;105965;10574;9517
105833;105966;12270;11043
105833;105967;11148;10033
105833;105972;9292;8362
105833;105973;10325;9292
105833;105974;13430;12087
105833;105975;12269;11042
105833;105982;12863;11576
105833;105987;12301;11071
105833;105988;12819;11537
105833;105989;13276;11948
105833;105993;10361;9325
105833;105994;10452;9407
105833;105995;11102;9991
105833;106013;14945;13451
105833;106020;12799;11519
105833;106029;13527;12174
105833;106030;14895;13405
105834;520;17799;16019
105834;541;13008;11707
105834;551;5168;4651
105834;552;10081;9073
105834;555;10291;9262
105834;60042;17186;15467
105834;62187;18884;16996
105834;62189;17826;16043
105834;62191;17281;15552
105834;62195;15726;14153
105834;62571;16201;14581
105834;62573;16889;15200
105834;63001;15210;13689
105834;63003;14806;13326
105834;63007;15407;13866
105834;63009;14656;13190
105834;63011;14224;12802
105834;63013;12893;11604
105834;63015;11980;10782
105834;63017;10619;9557
105834;63019;10024;9022
105834;63021;8949;8054
105834;63023;8217;7395
105834;63025;8163;7347
105834;63027;6292;5663
105834;63029;7068;6362
105834;63031;7581;6823
105834;63033;8154;7339
105834;63035;8558;7702
105834;63037;8782;7904
105834;63039;8625;7763
105834;63041;8288;7459
105834;63043;8147;7332
105834;63045;8297;7468
105834;63051;17452;15707
105834;63058;12080;10872
105834;63060;16421;14779
105834;63062;17013;15311
105834;63064;16973;15276
105834;63065;2213;1992
105834;63068;18959;17063
105834;63070;19067;17160
105834;63077;3556;3201
105834;63079;15027;13524
105834;63081;19622;17660
105834;63100;12469;11222
105834;63103;6094;5484
105834;63105;4786;4308
105834;63107;4446;4001
105834;63109;3208;2887
105834;63111;2645;2380
105834;63113;2056;1851
105834;63115;1519;1367
105834;63117;2102;1892
105834;63119;2729;2456
105834;63123;4113;3701
105834;63125;4478;4030
105834;63127;5156;4640
105834;63129;5710;5139
105834;63131;6024;5421
105834;63133;6543;5888
105834;63135;7530;6777
105834;63137;8316;7484
105834;63139;8684;7815
105834;63141;9225;8302
105834;63143;9801;8821
105834;63145;10107;9096
105834;63147;10493;9444
105834;63149;10905;9814
105834;63151;12434;11191
105834;63153;12992;11693
105834;63155;12893;11604
105834;63157;13476;12129
105834;63159;13737;12363
105834;63161;13374;12037
105834;63163;12866;11579
105834;63167;12422;11180
105834;63171;10242;9218
105834;63173;9759;8783
105834;63175;9423;8481
105834;63177;8640;7776
105834;63179;8407;7566
105834;63183;6846;6161
105834;63185;6870;6183
105834;63187;6608;5947
105834;63189;6108;5497
105834;63191;5736;5162
105834;63193;5427;4884
105834;63195;4217;3795
105834;63197;12275;11048
105834;63201;11458;10313
105834;63203;12003;10803
105834;63205;12333;11100
105834;63207;12712;11441
105834;63209;14583;13125
105834;63211;15017;13515
105834;63213;16003;14403
105834;63215;16473;14825
105834;63265;9752;8776
105834;63267;7862;7076
105834;63300;16607;14946
105834;63314;16914;15222
105834;63330;19792;17813
105834;63503;19333;17399
105834;63505;18629;16766
105834;63507;18277;16450
105834;63509;17615;15854
105834;63511;17334;15600
105834;63513;17076;15369
105834;63515;16840;15156
105834;63517;16944;15249
105834;63519;17477;15729
105834;63521;17848;16063
105834;63523;18298;16469
105834;63525;18691;16822
105834;63527;19083;17174
105834;63801;17368;15631
105834;63803;17353;15618
105834;64005;18967;17070
105834;64007;19778;17800
105834;64476;16738;15065
105834;64478;16019;14417
105834;64480;15400;13860
105834;64482;15245;13720
105834;64484;15505;13954
105834;64486;15633;14069
105834;64488;16294;14664
105834;64490;17364;15627
105834;64500;15417;13876
105834;64555;16653;14987
105834;64559;18733;16859
105834;64561;18574;16716
105834;64562;18155;16340
105834;64567;17449;15704
105834;64571;17219;15497
105834;64573;17195;15475
105834;64579;17754;15978
105834;64583;18128;16315
105834;64585;18068;16261
105834;64591;16474;14827
105834;64735;19173;17256
105834;64737;18225;16402
105834;64739;16734;15060
105834;64741;18728;16855
105834;64743;15960;14364
105834;64892;16438;14794
105834;64894;16538;14885
105834;64900;17099;15389
105834;65001;17322;15590
105834;65003;17268;15541
105834;65004;17493;15744
105834;65007;17764;15987
105834;65009;18067;16261
105834;65011;18150;16335
105834;65015;18869;16982
105834;65017;18650;16785
105834;65019;19385;17446
105834;65021;19447;17503
105834;65023;18993;17093
105834;65025;18593;16734
105834;65029;17882;16093
105834;65031;17812;16031
105834;65035;17183;15465
105834;65037;17422;15680
105834;65039;17056;15351
105834;65042;16103;14492
105834;65046;15894;14305
105834;65053;16700;15030
105834;65055;16508;14857
105834;65061;18079;16271
105834;65069;18335;16501
105834;65071;18545;16691
105834;65073;18385;16547
105834;65301;19874;17887
105834;105478;17666;15899
105834;105479;18800;16920
105834;105536;16248;14623
105834;105538;19492;17543
105834;105559;15267;13740
105834;105560;19896;17906
105834;105577;18675;16808
105834;105593;13635;12271
105834;105594;13269;11942
105834;105595;17887;16098
105834;105613;13661;12295
105834;105629;13620;12258
105834;105630;11859;10673
105834;105631;16091;14482
105834;105643;15802;14222
105834;105644;14370;12933
105834;105645;13791;12412
105834;105646;14061;12655
105834;105661;15059;13553
105834;105662;12284;11055
105834;105678;16299;14669
105834;105680;13031;11728
105834;105691;16686;15017
105834;105692;16361;14725
105834;105693;10468;9421
105834;105694;12413;11172
105834;105708;12591;11332
105834;105709;11841;10657
105834;105718;12685;11417
105834;105719;8406;7566
105834;105722;11179;10061
105834;105735;12668;11402
105834;105736;8662;7795
105834;105737;10918;9826
105834;105749;13351;12016
105834;105750;7753;6978
105834;105752;9498;8548
105834;105753;10226;9204
105834;105763;14652;13187
105834;105764;14222;12800
105834;105765;9407;8467
105834;105775;17531;15778
105834;105776;15336;13802
105834;105777;14626;13163
105834;105778;7106;6396
105834;105779;9388;8449
105834;105789;16985;15286
105834;105790;16645;14981
105834;105791;7409;6668
105834;105792;8794;7914
105834;105807;16615;14953
105834;105808;7429;6686
105834;105809;5520;4968
105834;105810;6017;5415
105834;105811;8048;7243
105834;105821;17283;15555
105834;105822;16797;15117
105834;105823;16510;14859
105834;105824;8286;7457
105834;105825;5971;5374
105834;105826;7740;6966
105834;105832;6508;5857
105834;105833;5480;4932
105834;105836;6214;5592
105834;105837;8204;7383
105834;105845;5162;4645
105834;105846;3128;2815
105834;105847;6403;5762
105834;105848;7614;6853
105834;105857;4422;3979
105834;105858;3602;3242
105834;105859;6989;6290
105834;105860;8443;7598
105834;105877;3322;2990
105834;105878;4644;4179
105834;105892;3902;3512
105834;105893;3532;3179
105834;105894;2892;2603
105834;105895;4326;3893
105834;105896;5116;4604
105834;105907;3665;3298
105834;105908;6882;6194
105834;105909;6997;6297
105834;105923;4810;4329
105834;105924;7601;6841
105834;105925;6274;5647
105834;105932;8142;7328
105834;105933;6426;5784
105834;105934;7268;6542
105834;105938;6384;5746
105834;105939;5308;4777
105834;105940;7807;7026
105834;105946;6905;6215
105834;105947;7470;6723
105834;105955;7685;6916
105834;105956;10720;9648
105834;105957;7961;7165
105834;105958;9798;8818
105834;105964;8687;7818
105834;105965;9434;8491
105834;105966;9964;8968
105834;105967;8842;7958
105834;105972;8152;7336
105834;105973;9185;8266
105834;105974;11124;10011
105834;105975;9963;8967
105834;105982;10557;9501
105834;105987;11161;10045
105834;105988;10513;9462
105834;105989;10970;9873
105834;105993;9221;8299
105834;105994;9312;8381
105834;105995;9962;8965
105834;106013;12640;11376
105834;106020;11659;10493
105834;106029;12387;11148
105834;106030;13755;12379
105836;520;14378;12940
105836;541;15337;13803
105836;551;8798;7918
105836;552;13711;12339
105836;555;9670;8703
105836;60042;13841;12457
105836;62171;19426;17484
105836;62173;18980;17082
105836;62175;18583;16724
105836;62177;17806;16025
105836;62179;17123;15410
105836;62181;17003;15303
105836;62183;18189;16370
105836;62185;17516;15765
105836;62187;15539;13985
105836;62189;14481;13033
105836;62191;13936;12542
105836;62195;12381;11143
105836;62569;19945;17950
105836;62571;12856;11570
105836;62573;13544;12189
105836;63001;11865;10678
105836;63003;11461;10315
105836;63007;12062;10856
105836;63009;11311;10180
105836;63011;10879;9791
105836;63013;9548;8593
105836;63015;8635;7772
105836;63017;7274;6547
105836;63019;6679;6011
105836;63021;5604;5044
105836;63023;4872;4385
105836;63025;4819;4337
105836;63027;2948;2653
105836;63029;3724;3351
105836;63031;4236;3812
105836;63033;4809;4328
105836;63035;5213;4692
105836;63037;5361;4825
105836;63039;5204;4683
105836;63041;4867;4380
105836;63043;4725;4253
105836;63045;4876;4388
105836;63051;14107;12696
105836;63058;8736;7862
105836;63060;13077;11769
105836;63062;13668;12301
105836;63064;13628;12265
105836;63065;5843;5259
105836;63068;15614;14052
105836;63070;15722;14150
105836;63077;2699;2429
105836;63079;11682;10514
105836;63081;16278;14650
105836;63100;14799;13319
105836;63103;2885;2596
105836;63105;1441;1297
105836;63107;2693;2424
105836;63109;3973;3576
105836;63111;3589;3230
105836;63113;4185;3766
105836;63115;5148;4634
105836;63117;5732;5159
105836;63119;6359;5723
105836;63123;7742;6968
105836;63125;8108;7297
105836;63127;8785;7907
105836;63129;9339;8405
105836;63131;9654;8688
105836;63133;10172;9155
105836;63135;11160;10044
105836;63137;11945;10751
105836;63139;12314;11082
105836;63141;12855;11569
105836;63143;13430;12087
105836;63145;13736;12363
105836;63147;14123;12711
105836;63149;14535;13081
105836;63151;14764;13287
105836;63153;15322;13790
105836;63155;14315;12884
105836;63157;13701;12331
105836;63159;13116;11804
105836;63161;12753;11478
105836;63163;12245;11020
105836;63167;11800;10620
105836;63171;9621;8659
105836;63173;9137;8224
105836;63175;8801;7921
105836;63177;8018;7217
105836;63179;7785;7007
105836;63183;6224;5602
105836;63185;6248;5623
105836;63187;7116;6404
105836;63189;7623;6861
105836;63191;7981;7183
105836;63193;8285;7457
105836;63195;7847;7062
105836;63197;15036;13532
105836;63201;8114;7302
105836;63203;8658;7792
105836;63205;8988;8089
105836;63207;9367;8431
105836;63209;11162;10046
105836;63211;11596;10436
105836;63213;12582;11324
105836;63215;13051;11746
105836;63265;6407;5766
105836;63267;7241;6517
105836;63300;13262;11935
105836;63314;13569;12212
105836;63330;16447;14802
105836;63501;16857;15171
105836;63503;15911;14320
105836;63505;15207;13687
105836;63507;14856;13370
105836;63509;14194;12775
105836;63511;13912;12521
105836;63513;13655;12289
105836;63515;13418;12076
105836;63517;13522;12170
105836;63519;14055;12650
105836;63521;14427;12984
105836;63523;14877;13389
105836;63525;15270;13743
105836;63527;15661;14095
105836;63529;16610;14949
105836;63531;17466;15719
105836;63533;18341;16507
105836;63535;19424;17482
105836;63801;14023;12621
105836;63803;14008;12607
105836;63813;17306;15575
105836;63815;17808;16027
105836;63817;18252;16427
105836;63819;18784;16906
105836;63821;19270;17343
105836;64005;15622;14059
105836;64007;16433;14789
105836;64009;16853;15167
105836;64013;19041;17137
105836;64015;19453;17507
105836;64017;19996;17996
105836;64476;13394;12054
105836;64478;12674;11407
105836;64480;12055;10849
105836;64482;11900;10710
105836;64484;12160;10944
105836;64486;12288;11059
105836;64488;12949;11654
105836;64490;14019;12617
105836;64500;12073;10865
105836;64501;19958;17962
105836;64555;13308;11977
105836;64559;15388;13849
105836;64561;15229;13706
105836;64562;14811;13329
105836;64567;14104;12693
105836;64571;13874;12487
105836;64573;13850;12465
105836;64579;14409;12968
105836;64583;14783;13305
105836;64585;14723;13250
105836;64591;13129;11816
105836;64729;18802;16922
105836;64731;17832;16049
105836;64735;15828;14245
105836;64737;14880;13392
105836;64739;13389;12050
105836;64741;15383;13844
105836;64743;12615;11353
105836;64892;13093;11783
105836;64894;13194;11874
105836;64900;13754;12379
105836;65001;13977;12579
105836;65003;13923;12530
105836;65004;14148;12734
105836;65007;14419;12977
105836;65009;14722;13250
105836;65011;14805;13325
105836;65015;15524;13972
105836;65017;15305;13775
105836;65019;16040;14436
105836;65021;16103;14492
105836;65023;15648;14083
105836;65025;15248;13724
105836;65029;14537;13083
105836;65031;14468;13021
105836;65035;13838;12454
105836;65037;14078;12670
105836;65039;13712;12340
105836;65042;12758;11482
105836;65046;12549;11294
105836;65053;13355;12019
105836;65055;13163;11847
105836;65061;14734;13260
105836;65069;14990;13491
105836;65071;15200;13680
105836;65073;15040;13536
105836;65145;19827;17845
105836;65147;19065;17158
105836;65299;17487;15738
105836;65301;16530;14877
105836;65303;18048;16243
105836;65305;18604;16743
105836;65307;19035;17132
105836;65309;19208;17287
105836;65310;19226;17304
105836;65311;19446;17501
105836;65363;19866;17879
105836;105320;19156;17240
105836;105339;18833;16949
105836;105340;19418;17476
105836;105383;17974;16177
105836;105404;17538;15784
105836;105405;19194;17275
105836;105424;18937;17043
105836;105425;19070;17163
105836;105426;19835;17851
105836;105451;19797;17817
105836;105453;18424;16581
105836;105476;19543;17588
105836;105478;14321;12889
105836;105479;15455;13909
105836;105480;17649;15884
105836;105508;19256;17330
105836;105509;17116;15404
105836;105536;12903;11612
105836;105538;16071;14464
105836;105559;11922;10730
105836;105560;16474;14827
105836;105576;17137;15423
105836;105577;15254;13729
105836;105578;17496;15747
105836;105593;10290;9261
105836;105594;9924;8931
105836;105595;14465;13019
105836;105613;10316;9285
105836;105628;18309;16478
105836;105629;10275;9248
105836;105630;8514;7663
105836;105631;12669;11402
105836;105643;12457;11211
105836;105644;11025;9923
105836;105645;10446;9402
105836;105646;10640;9576
105836;105660;19440;17496
105836;105661;11714;10542
105836;105662;8939;8045
105836;105678;12954;11659
105836;105680;9609;8648
105836;105691;13341;12007
105836;105692;13017;11715
105836;105693;7123;6411
105836;105694;8992;8093
105836;105708;9246;8321
105836;105709;8496;7646
105836;105718;9340;8406
105836;105719;5061;4555
105836;105722;7758;6982
105836;105734;17584;15825
105836;105735;9324;8391
105836;105736;5317;4785
105836;105737;7497;6747
105836;105749;10006;9006
105836;105750;4408;3967
105836;105752;6153;5537
105836;105753;6805;6124
105836;105763;11307;10177
105836;105764;10878;9790
105836;105765;5986;5387
105836;105775;14187;12768
105836;105776;11991;10792
105836;105777;11281;10153
105836;105778;3762;3385
105836;105779;5966;5370
105836;105789;13640;12276
105836;105790;13301;11970
105836;105791;4200;3780
105836;105792;5372;4835
105836;105807;13270;11943
105836;105808;4220;3798
105836;105809;2099;1889
105836;105810;2595;2336
105836;105811;4627;4164
105836;105821;13938;12544
105836;105822;13452;12106
105836;105823;13165;11848
105836;105824;5077;4569
105836;105825;987;888
105836;105826;1632;1469
105836;105832;10138;9124
105836;105833;9110;8199
105836;105834;6220;5598
105836;105837;2096;1886
105836;105845;8791;7912
105836;105846;6758;6082
105836;105847;813;732
105836;105848;1507;1356
105836;105857;8051;7246
105836;105858;7232;6509
105836;105859;1399;1259
105836;105860;2335;2101
105836;105877;6952;6257
105836;105878;4022;3619
105836;105892;7532;6779
105836;105893;5661;5095
105836;105894;5021;4519
105836;105895;3927;3534
105836;105896;4494;4044
105836;105907;7294;6565
105836;105908;9127;8215
105836;105909;6375;5738
105836;105923;8439;7595
105836;105924;8109;7298
105836;105925;5653;5088
105836;105932;11772;10594
105836;105933;10056;9051
105836;105934;6647;5982
105836;105938;10014;9013
105836;105939;8938;8044
105836;105940;7186;6467
105836;105946;10535;9481
105836;105947;6849;6164
105836;105955;11315;10183
105836;105956;10099;9089
105836;105957;7340;6606
105836;105958;9177;8259
105836;105964;12316;11085
105836;105965;13064;11757
105836;105966;9343;8408
105836;105967;8220;7398
105836;105972;11781;10603
105836;105973;12814;11533
105836;105974;10502;9452
105836;105975;9342;8407
105836;105982;9936;8942
105836;105987;12482;11234
105836;105988;9892;8903
105836;105989;10349;9314
105836;105993;12851;11566
105836;105994;12800;11520
105836;105995;11742;10568
105836;106013;12018;10816
105836;106020;15289;13760
105836;106029;16016;14415
105836;106030;14558;13102
105837;520;16368;14731
105837;541;17327;15594
105837;551;10788;9709
105837;552;15701;14130
105837;555;11660;10494
105837;60042;15831;14248
105837;62177;19796;17816
105837;62179;19112;17201
105837;62181;18993;17094
105837;62185;19506;17555
105837;62187;17529;15776
105837;62189;16471;14824
105837;62191;15926;14333
105837;62195;14371;12934
105837;62571;14846;13361
105837;62573;15534;13980
105837;63001;13855;12469
105837;63003;13451;12106
105837;63007;14052;12647
105837;63009;13301;11971
105837;63011;12869;11582
105837;63013;11538;10384
105837;63015;10625;9563
105837;63017;9264;8338
105837;63019;8669;7802
105837;63021;7594;6835
105837;63023;6862;6176
105837;63025;6809;6128
105837;63027;4937;4444
105837;63029;5714;5142
105837;63031;6226;5603
105837;63033;6799;6119
105837;63035;7203;6483
105837;63037;7351;6616
105837;63039;7194;6474
105837;63041;6857;6171
105837;63043;6715;6044
105837;63045;6866;6179
105837;63051;16097;14487
105837;63058;10726;9653
105837;63060;15067;13560
105837;63062;15658;14092
105837;63064;15618;14056
105837;63065;7833;7050
105837;63068;17604;15843
105837;63070;17712;15941
105837;63077;4689;4220
105837;63079;13672;12305
105837;63081;18268;16441
105837;63100;16789;15110
105837;63103;4875;4387
105837;63105;3431;3088
105837;63107;4683;4215
105837;63109;5963;5367
105837;63111;5579;5021
105837;63113;6175;5557
105837;63115;7138;6425
105837;63117;7722;6950
105837;63119;8349;7514
105837;63123;9732;8759
105837;63125;10098;9088
105837;63127;10775;9698
105837;63129;11329;10196
105837;63131;11644;10479
105837;63133;12162;10946
105837;63135;13149;11834
105837;63137;13935;12542
105837;63139;14304;12873
105837;63141;14845;13360
105837;63143;15420;13878
105837;63145;15726;14154
105837;63147;16113;14502
105837;63149;16525;14872
105837;63151;16754;15078
105837;63153;17312;15581
105837;63155;16305;14675
105837;63157;15691;14122
105837;63159;15106;13595
105837;63161;14743;13269
105837;63163;14235;12811
105837;63167;13790;12411
105837;63171;11611;10450
105837;63173;11127;10015
105837;63175;10791;9712
105837;63177;10008;9008
105837;63179;9775;8798
105837;63183;8214;7393
105837;63185;8238;7414
105837;63187;9106;8195
105837;63189;9613;8652
105837;63191;9971;8974
105837;63193;10275;9247
105837;63195;9837;8853
105837;63197;17026;15323
105837;63201;10104;9093
105837;63203;10648;9583
105837;63205;10978;9880
105837;63207;11357;10222
105837;63209;13152;11837
105837;63211;13586;12227
105837;63213;14572;13115
105837;63215;15041;13537
105837;63265;8397;7557
105837;63267;9231;8308
105837;63300;15252;13726
105837;63314;15559;14003
105837;63330;18437;16593
105837;63501;18847;16962
105837;63503;17901;16111
105837;63505;17197;15478
105837;63507;16846;15161
105837;63509;16184;14566
105837;63511;15902;14312
105837;63513;15645;14080
105837;63515;15408;13867
105837;63517;15512;13961
105837;63519;16045;14441
105837;63521;16417;14775
105837;63523;16867;15180
105837;63525;17260;15534
105837;63527;17651;15886
105837;63529;18600;16740
105837;63531;19456;17510
105837;63801;16013;14412
105837;63803;15998;14398
105837;63813;19296;17366
105837;63815;19798;17818
105837;64005;17612;15850
105837;64007;18423;16580
105837;64009;18843;16958
105837;64476;15384;13845
105837;64478;14664;13198
105837;64480;14045;12640
105837;64482;13890;12501
105837;64484;14150;12735
105837;64486;14278;12850
105837;64488;14939;13445
105837;64490;16009;14408
105837;64500;14063;12656
105837;64555;15298;13768
105837;64559;17378;15640
105837;64561;17219;15497
105837;64562;16801;15120
105837;64567;16094;14484
105837;64571;15864;14278
105837;64573;15840;14256
105837;64579;16399;14759
105837;64583;16773;15096
105837;64585;16713;15041
105837;64591;15119;13607
105837;64731;19822;17840
105837;64735;17818;16036
105837;64737;16870;15183
105837;64739;15379;13841
105837;64741;17373;15635
105837;64743;14605;13144
105837;64892;15083;13574
105837;64894;15184;13665
105837;64900;15744;14170
105837;65001;15967;14370
105837;65003;15913;14321
105837;65004;16138;14525
105837;65007;16409;14768
105837;65009;16712;15041
105837;65011;16795;15116
105837;65015;17514;15763
105837;65017;17295;15566
105837;65019;18030;16227
105837;65021;18093;16283
105837;65023;17638;15874
105837;65025;17238;15515
105837;65029;16527;14874
105837;65031;16458;14812
105837;65035;15828;14245
105837;65037;16067;14461
105837;65039;15702;14131
105837;65042;14748;13273
105837;65046;14539;13085
105837;65053;15345;13810
105837;65055;15153;13638
105837;65061;16724;15051
105837;65069;16980;15282
105837;65071;17190;15471
105837;65073;17030;15327
105837;65299;19477;17529
105837;65301;18520;16668
105837;105383;19964;17968
105837;105404;19528;17575
105837;105478;16311;14680
105837;105479;17445;15700
105837;105480;19639;17675
105837;105509;19106;17195
105837;105536;14893;13403
105837;105538;18061;16255
105837;105559;13912;12521
105837;105560;18464;16618
105837;105576;19127;17214
105837;105577;17244;15520
105837;105578;19486;17538
105837;105593;12280;11052
105837;105594;11914;10722
105837;105595;16455;14810
105837;105613;12306;11076
105837;105629;12265;11039
105837;105630;10504;9454
105837;105631;14659;13193
105837;105643;14447;13002
105837;105644;13015;11714
105837;105645;12436;11193
105837;105646;12630;11367
105837;105661;13704;12333
105837;105662;10929;9836
105837;105678;14944;13450
105837;105680;11599;10439
105837;105691;15331;13798
105837;105692;15007;13506
105837;105693;9113;8202
105837;105694;10982;9884
105837;105708;11236;10112
105837;105709;10486;9437
105837;105718;11330;10197
105837;105719;7051;6346
105837;105722;9748;8773
105837;105734;19574;17616
105837;105735;11314;10182
105837;105736;7307;6576
105837;105737;9487;8538
105837;105749;11996;10797
105837;105750;6398;5758
105837;105752;8143;7328
105837;105753;8795;7915
105837;105763;13297;11968
105837;105764;12868;11581
105837;105765;7976;7178
105837;105775;16177;14559
105837;105776;13981;12583
105837;105777;13271;11944
105837;105778;5752;5176
105837;105779;7956;7161
105837;105789;15630;14067
105837;105790;15291;13761
105837;105791;6190;5571
105837;105792;7362;6626
105837;105807;15260;13734
105837;105808;6210;5589
105837;105809;4089;3680
105837;105810;4585;4127
105837;105811;6617;5955
105837;105821;15928;14335
105837;105822;15442;13897
105837;105823;15155;13639
105837;105824;7067;6360
105837;105825;2977;2679
105837;105826;1518;1366
105837;105832;12128;10915
105837;105833;11100;9990
105837;105834;8210;7389
105837;105836;2096;1886
105837;105845;10781;9703
105837;105846;8748;7873
105837;105847;2803;2523
105837;105848;1228;1105
105837;105857;10041;9037
105837;105858;9222;8300
105837;105859;3389;3050
105837;105860;1567;1410
105837;105877;8942;8048
105837;105878;6012;5410
105837;105892;9522;8570
105837;105893;7651;6886
105837;105894;7011;6310
105837;105895;5917;5325
105837;105896;6484;5835
105837;105907;9284;8356
105837;105908;11117;10006
105837;105909;8365;7529
105837;105923;10429;9386
105837;105924;10099;9089
105837;105925;7643;6879
105837;105932;13762;12385
105837;105933;12046;10842
105837;105934;8637;7773
105837;105938;12004;10804
105837;105939;10928;9835
105837;105940;9176;8258
105837;105946;12525;11272
105837;105947;8839;7955
105837;105955;13304;11974
105837;105956;12089;10880
105837;105957;9330;8397
105837;105958;11167;10050
105837;105964;14306;12876
105837;105965;15054;13548
105837;105966;11333;10199
105837;105967;10210;9189
105837;105972;13771;12394
105837;105973;14804;13324
105837;105974;12492;11243
105837;105975;11332;10198
105837;105982;11926;10733
105837;105987;14472;13025
105837;105988;11882;10694
105837;105989;12339;11105
105837;105993;14841;13357
105837;105994;14790;13311
105837;105995;13732;12359
105837;106013;14008;12607
105837;106020;17279;15551
105837;106029;18006;16206
105837;106030;16548;14893
105838;503;6827;6144
105838;505;3508;3157
105838;509;2020;1818
105838;514;2215;1994
105838;515;6638;5975
105838;63217;5413;4872
105838;63219;4557;4101
105838;63221;3986;3588
105838;63223;3551;3196
105838;63225;2872;2585
105838;63227;2408;2167
105838;63229;1837;1653
105838;63231;1508;1358
105838;63233;1076;968
105838;63235;720;648
105838;63237;1106;995
105838;63239;1704;1533
105838;63241;2055;1849
105838;63243;2614;2352
105838;63245;3119;2807
105838;63247;3704;3333
105838;63249;3930;3537
105838;63251;4746;4271
105838;63253;5202;4681
105838;63255;6091;5482
105838;63257;6940;6246
105838;63258;6943;6249
105838;63259;7402;6662
105838;63261;8001;7201
105838;63263;5377;4839
105838;63553;6612;5951
105838;63555;6133;5520
105838;63557;6281;5652
105838;105632;10405;9364
105838;105723;4350;3915
105838;105780;3105;2794
105838;105793;1927;1735
